"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","naive pt.occupancy","naive n.nonzero.pts","grouped_pr pt.occupancy","grouped_pr n.nonzero.pts","gene","sig"
"STEAP4",9.05992334216289e-15,0.490091921285222,0.527,0.748,2.39952069717184e-10,0.506194690265487,10,0.341121495327103,9,"STEAP4","p_val_adj<0.05"
"NEAT1",2.04886442412003e-15,0.48995572078876,0.946,0.983,5.42641742728189e-11,0.340886699507389,12,0.338078291814947,10,"NEAT1","p_val_adj<0.05"
"HLA-C",9.33673711714703e-13,0.489274414028236,0.958,0.977,2.47283482547639e-08,0.327821011673152,12,0.34525939177102,10,"HLA-C","p_val_adj<0.05"
"ITPR2",2.47369736344506e-44,0.489122152965386,0.229,0.547,6.55158746708424e-40,0.426829268292683,11,0.507987220447284,7,"ITPR2","p_val_adj<0.05"
"ADK",4.13930964092682e-35,0.481677084730588,0.48,0.755,1.09629615839947e-30,0.370873786407767,12,0.342592592592593,9,"ADK","p_val_adj<0.05"
"BST2",8.01104401947327e-25,0.48161258584176,0.687,0.886,2.12172500855749e-20,0.408412483039349,12,0.347140039447732,8,"BST2","p_val_adj<0.05"
"SSR2",4.23600579094093e-35,0.479760866491246,0.761,0.914,1.1219061337307e-30,0.370869033047736,13,0.344168260038241,9,"SSR2","p_val_adj<0.05"
"VKORC1L1",1.30545094533543e-40,0.478668599828165,0.474,0.745,3.4574868287209e-36,0.361493123772102,12,0.396713615023474,9,"VKORC1L1","p_val_adj<0.05"
"LRRC36",1.18993235477366e-22,0.477958235635192,0.144,0.336,3.15153584161804e-18,0.658064516129032,9,0.546875,5,"LRRC36","p_val_adj<0.05"
"PFKFB2",6.88758543407139e-31,0.476954378580245,0.279,0.545,1.82417700221381e-26,0.297658862876254,11,0.477564102564103,7,"PFKFB2","p_val_adj<0.05"
"CXCL16",1.96217971707246e-36,0.474110050346768,0.517,0.785,5.1968329806664e-32,0.313513513513514,12,0.358574610244989,10,"CXCL16","p_val_adj<0.05"
"FLJ37453",1.65473858624225e-28,0.470506794999593,0.443,0.687,4.38257514566259e-24,0.351578947368421,11,0.374045801526718,9,"FLJ37453","p_val_adj<0.05"
"NUPR1",5.26743387109634e-19,0.469269831819098,0.573,0.788,1.39507986075987e-14,0.504065040650406,12,0.354767184035477,9,"NUPR1","p_val_adj<0.05"
"NINJ2",3.40135282642483e-18,0.4662798927182,0.234,0.407,9.00848296078617e-14,0.430278884462151,10,0.562231759656652,7,"NINJ2","p_val_adj<0.05"
"PPT1",3.55949091836091e-18,0.466102065921166,0.528,0.708,9.42731169727887e-14,0.303350970017637,12,0.350617283950617,8,"PPT1","p_val_adj<0.05"
"P3H2",5.73242465320393e-74,0.460538235486524,0.071,0.441,1.51823266940106e-69,0.605263157894737,8,0.591269841269841,6,"P3H2","p_val_adj<0.05"
"SULT1A2",3.84833734486799e-41,0.460275459589317,0.167,0.451,1.01923214578829e-36,0.407821229050279,10,0.484496124031008,7,"SULT1A2","p_val_adj<0.05"
"THUMPD1",1.05788983459764e-28,0.459926088004011,0.565,0.78,2.80182122693185e-24,0.292079207920792,13,0.36322869955157,9,"THUMPD1","p_val_adj<0.05"
"ACP5",2.09415633248031e-71,0.458698224579189,0.067,0.427,5.54637304657411e-67,0.222222222222222,10,0.545081967213115,6,"ACP5","p_val_adj<0.05"
"MTHFR",1.57659970440341e-38,0.457292684636884,0.335,0.656,4.17562431711242e-34,0.384401114206128,11,0.386666666666667,7,"MTHFR","p_val_adj<0.05"
"CCNL1",6.26151402258903e-29,0.456717620758404,0.668,0.848,1.6583619888827e-24,0.309623430962343,11,0.354639175257732,9,"CCNL1","p_val_adj<0.05"
"TMEM150A",6.22549122594338e-31,0.455477955411347,0.244,0.509,1.64882135119111e-26,0.362595419847328,11,0.450171821305842,8,"TMEM150A","p_val_adj<0.05"
"LRIG2",7.4613003174407e-54,0.455362490437776,0.13,0.47,1.97612538907417e-49,0.414285714285714,10,0.472118959107807,6,"LRIG2","p_val_adj<0.05"
"HERPUD1",3.109815660523e-31,0.454604137453333,0.682,0.867,8.23634677689517e-27,0.295081967213115,11,0.352822580645161,10,"HERPUD1","p_val_adj<0.05"
"PMVK",4.4719691695568e-24,0.453896750206227,0.575,0.778,1.18440103455712e-19,0.322528363047002,12,0.373033707865169,9,"PMVK","p_val_adj<0.05"
"KDM5B",3.79003877599143e-34,0.452586022651852,0.591,0.809,1.00379176982133e-29,0.301261829652997,13,0.354211663066955,10,"KDM5B","p_val_adj<0.05"
"ZNF165",0.0159548189535601,0.452542691797034,0.38,0.425,1,0.330882352941176,11,0.39917695473251,8,"ZNF165","NS"
"CD47",1.05373935628416e-22,0.452500747759561,0.822,0.942,2.79082868511859e-18,0.335600907029478,12,0.354359925788497,9,"CD47","p_val_adj<0.05"
"CD44",1.25533838729528e-23,0.452478162871012,0.55,0.785,3.32476371875155e-19,0.450847457627119,12,0.378619153674833,8,"CD44","p_val_adj<0.05"
"MIA3",3.50595880071216e-52,0.449082764476442,0.486,0.816,9.28553188368617e-48,0.366602687140115,11,0.379014989293362,9,"MIA3","p_val_adj<0.05"
"ALDH3A2",1.05171456860021e-35,0.448952626406419,0.649,0.837,2.78546603493767e-31,0.334770114942529,11,0.365344467640919,8,"ALDH3A2","p_val_adj<0.05"
"SERP1",1.11041794333771e-30,0.448692935721689,0.829,0.9,2.94094192292993e-26,0.334083239595051,13,0.357281553398058,9,"SERP1","p_val_adj<0.05"
"RNF114",1.29075821901271e-21,0.447965208026858,0.548,0.738,3.41857314305517e-17,0.297619047619048,12,0.37914691943128,9,"RNF114","p_val_adj<0.05"
"NHSL1",1.80853002187613e-20,0.447790358533032,0.424,0.607,4.78989176293894e-16,0.540659340659341,11,0.420749279538905,10,"NHSL1","p_val_adj<0.05"
"TXNDC11",3.68597620025981e-57,0.447448589809159,0.348,0.72,9.76230796638811e-53,0.324396782841823,12,0.342233009708738,9,"TXNDC11","p_val_adj<0.05"
"CREBBP",6.99131955333173e-36,0.445398203346941,0.541,0.785,1.85165098369991e-31,0.290877796901893,12,0.354120267260579,9,"CREBBP","p_val_adj<0.05"
"GGTLC1",1.66294399398441e-46,0.445180639970119,0.126,0.432,4.40430716806771e-42,0.607407407407407,9,0.493927125506073,8,"GGTLC1","p_val_adj<0.05"
"SDPR",1.3458083300711e-28,0.445150358889019,0.153,0.385,3.5643733621933e-24,0.530487804878049,10,0.545454545454545,9,"SDPR","p_val_adj<0.05"
"PNKD",3.43236552261386e-18,0.445062854183717,0.797,0.858,9.09062008664281e-14,0.327485380116959,11,0.384928716904277,10,"PNKD","p_val_adj<0.05"
"PYGB",3.33609314156132e-43,0.445060429261016,0.387,0.719,8.83564268542514e-39,0.47710843373494,11,0.362530413625304,8,"PYGB","p_val_adj<0.05"
"SMG1",1.68376092900011e-29,0.444868828960369,0.485,0.715,4.4594408204568e-25,0.294230769230769,12,0.378973105134474,9,"SMG1","p_val_adj<0.05"
"PBXIP1",1.54800811722661e-47,0.4443953101938,0.509,0.816,4.09989949847467e-43,0.333333333333333,12,0.331905781584582,9,"PBXIP1","p_val_adj<0.05"
"SEPHS2",2.86763440442045e-42,0.443490883362617,0.387,0.712,7.59492972010757e-38,0.298795180722892,13,0.353808353808354,8,"SEPHS2","p_val_adj<0.05"
"MRPS34",4.29842996525469e-22,0.443467673018074,0.638,0.799,1.1384391762977e-17,0.293430656934307,13,0.367614879649891,9,"MRPS34","p_val_adj<0.05"
"PTP4A2",9.48144895640383e-22,0.443221046690435,0.811,0.897,2.51116175610355e-17,0.304597701149425,13,0.354775828460039,10,"PTP4A2","p_val_adj<0.05"
"SERPING1",3.35084250195184e-20,0.443177550658681,0.355,0.582,8.87470636641946e-16,0.63254593175853,11,0.48048048048048,9,"SERPING1","p_val_adj<0.05"
"C12orf65",1.69710097525786e-30,0.4429508086199,0.401,0.664,4.49477193297045e-26,0.33953488372093,12,0.392105263157895,8,"C12orf65","p_val_adj<0.05"
"RAB25",2.05633446470115e-09,0.442081290423529,0.664,0.799,5.446201829761e-05,0.300140252454418,12,0.365426695842451,9,"RAB25","p_val_adj<0.05"
"SLC50A1",1.09008258499673e-29,0.441820701575228,0.562,0.785,2.88708372636383e-25,0.303482587064677,11,0.338530066815145,9,"SLC50A1","p_val_adj<0.05"
"RAB11FIP1",4.45221023970778e-20,0.441430453489911,0.749,0.878,1.17916788198661e-15,0.369402985074627,12,0.350597609561753,9,"RAB11FIP1","p_val_adj<0.05"
"PCF11",5.46521286899301e-31,0.441077145239257,0.564,0.806,1.4474616283528e-26,0.328925619834711,12,0.344902386117137,9,"PCF11","p_val_adj<0.05"
"RARRES2",7.52366328133667e-41,0.440923920571163,0.092,0.35,1.99264222006202e-36,0.404040404040404,10,0.665,8,"RARRES2","p_val_adj<0.05"
"IRF2BP2",1.70111289572913e-43,0.440543411590107,0.746,0.916,4.50539750433859e-39,0.34875,12,0.33587786259542,9,"IRF2BP2","p_val_adj<0.05"
"IFIT3",0.000216101692104295,0.439306324185692,0.3,0.378,1,0.403726708074534,13,0.597222222222222,8,"IFIT3","NS"
"HLA-DRB6",4.32461022530308e-53,0.439031121202659,0.445,0.692,1.14537301817152e-48,0.426778242677824,9,0.424242424242424,8,"HLA-DRB6","p_val_adj<0.05"
"RPS15A",1.33833914980396e-19,0.43859460095994,0.919,0.939,3.54459123825578e-15,0.338742393509128,13,0.338919925512104,9,"RPS15A","p_val_adj<0.05"
"GALNT11",6.3468454656757e-37,0.437707652370511,0.355,0.629,1.68096202158421e-32,0.325459317585302,12,0.425,8,"GALNT11","p_val_adj<0.05"
"BTG2",1.19399175380847e-32,0.437170135455798,0.637,0.841,3.16228715996173e-28,0.307017543859649,12,0.349272349272349,8,"BTG2","p_val_adj<0.05"
"USP39",3.25759874841034e-27,0.436261791914313,0.363,0.617,8.62775028516477e-23,0.305128205128205,11,0.362606232294618,7,"USP39","p_val_adj<0.05"
"TMEM130",1.84033506073707e-38,0.436027856065853,0.073,0.308,4.87412740836213e-34,0.67948717948718,7,0.5625,7,"TMEM130","p_val_adj<0.05"
"RPS13",5.45172631737683e-12,0.436008074179426,0.958,0.951,1.44388971515725e-07,0.342412451361868,13,0.340073529411765,10,"RPS13","p_val_adj<0.05"
"PARP1",4.44949594674567e-26,0.435798473082762,0.588,0.788,1.17844900149559e-21,0.321711568938193,13,0.34589800443459,8,"PARP1","p_val_adj<0.05"
"PABPC1",7.63075584909091e-12,0.435592385590212,0.943,0.974,2.02100568663173e-07,0.33201581027668,12,0.341113105924596,10,"PABPC1","p_val_adj<0.05"
"C16orf89",2.93652453136707e-33,0.433675422258635,0.498,0.804,7.7773852213257e-29,0.406367041198502,9,0.365217391304348,8,"C16orf89","p_val_adj<0.05"
"RARRES3",0.000621880918882551,0.433000382550884,0.853,0.774,1,0.336612021857923,11,0.413092550790068,10,"RARRES3","NS"
"ABCC6",5.93830658510769e-32,0.430072837172445,0.286,0.559,1.57276049906577e-27,0.37785016286645,10,0.421875,8,"ABCC6","p_val_adj<0.05"
"TCEB3",1.877915500434e-37,0.429638771401917,0.384,0.675,4.97365920289945e-33,0.33252427184466,11,0.393782383419689,8,"TCEB3","p_val_adj<0.05"
"TOX4",1.75282043071015e-30,0.428739465954578,0.605,0.825,4.64234491073582e-26,0.325115562403698,12,0.345338983050847,8,"TOX4","p_val_adj<0.05"
"CACNA2D2",2.25521586036158e-94,0.428160666112648,0.097,0.559,5.97293920616765e-90,0.451923076923077,10,0.378125,7,"CACNA2D2","p_val_adj<0.05"
"MARC1",1.48174558191987e-47,0.427342269416864,0.16,0.479,3.92440317371478e-43,0.395348837209302,11,0.521897810218978,6,"MARC1","p_val_adj<0.05"
"HLA-DOA",4.60379095085583e-38,0.426536167362385,0.05,0.266,1.21931403333417e-33,0.62962962962963,8,0.815789473684211,8,"HLA-DOA","p_val_adj<0.05"
"AHCYL2",2.75731135440171e-36,0.426422233899491,0.345,0.626,7.30273912213293e-32,0.437837837837838,10,0.41340782122905,8,"AHCYL2","p_val_adj<0.05"
"HOXD1",1.09374944042727e-33,0.420765829336573,0.267,0.561,2.89679539297162e-29,0.531468531468531,9,0.398753894080997,7,"HOXD1","p_val_adj<0.05"
"DNAJA3",8.40887607672071e-31,0.420707051060974,0.268,0.523,2.22709082891948e-26,0.274305555555556,12,0.42809364548495,7,"DNAJA3","p_val_adj<0.05"
"ATP1B1",9.76008336179465e-25,0.4204150128765,0.961,0.983,2.58495807837131e-20,0.347235693501455,13,0.338078291814947,10,"ATP1B1","p_val_adj<0.05"
"PEF1",8.29756631634877e-28,0.419983696136577,0.378,0.647,2.19761043888497e-23,0.302955665024631,13,0.402702702702703,8,"PEF1","p_val_adj<0.05"
"C16orf58",6.71257852549817e-51,0.419026803031366,0.288,0.645,1.77782642247819e-46,0.362459546925566,10,0.392953929539295,8,"C16orf58","p_val_adj<0.05"
"TMEM208",2.03494218608583e-13,0.41744840240478,0.653,0.76,5.38954437984832e-09,0.33095577746077,12,0.360919540229885,10,"TMEM208","p_val_adj<0.05"
"TNS3",1.01723612292277e-61,0.416777165871097,0.187,0.582,2.69414987156097e-57,0.398009950248756,11,0.378378378378378,8,"TNS3","p_val_adj<0.05"
"SDHB",3.3154376923839e-15,0.416283872707004,0.687,0.783,8.78093672827877e-11,0.331071913161465,13,0.330357142857143,10,"SDHB","p_val_adj<0.05"
"SLC25A5",2.25434800823978e-18,0.416164877576711,0.866,0.893,5.97064069982306e-14,0.316469321851453,13,0.344422700587084,9,"SLC25A5","p_val_adj<0.05"
"LRRK2",8.8134209568047e-37,0.415131605778498,0.127,0.386,2.33423454040972e-32,0.772058823529412,10,0.389140271493213,7,"LRRK2","p_val_adj<0.05"
"CAV2",5.85979887764761e-44,0.414768668949078,0.319,0.656,1.55196773274497e-39,0.578947368421053,12,0.461333333333333,9,"CAV2","p_val_adj<0.05"
"NMRAL1",1.14715874521002e-31,0.414455141489848,0.505,0.776,3.03824993668874e-27,0.357933579335793,12,0.353603603603604,9,"NMRAL1","p_val_adj<0.05"
"SFPQ",1.65563652280709e-26,0.414420811685904,0.785,0.885,4.38495333065457e-22,0.319477434679335,13,0.373517786561265,9,"SFPQ","p_val_adj<0.05"
"DDOST",2.90231891490218e-11,0.414364556993716,0.779,0.86,7.68679164611842e-07,0.319377990430622,11,0.345528455284553,9,"DDOST","p_val_adj<0.05"
"PIGR",0.103905701910919,0.413107558392246,0.801,0.829,1,0.412790697674419,12,0.371308016877637,9,"PIGR","NS"
"C2",1.00528725252873e-31,0.409650892764182,0.139,0.381,2.66250328832234e-27,0.281879194630872,12,0.394495412844037,7,"C2","p_val_adj<0.05"
"ASH1L",8.33029673789066e-39,0.40837575036306,0.541,0.834,2.20627909103034e-34,0.367241379310345,11,0.341719077568134,10,"ASH1L","p_val_adj<0.05"
"KCNQ1OT1",1.88561270732784e-17,0.408056699338609,0.657,0.809,4.99404525535778e-13,0.373049645390071,12,0.341252699784017,9,"KCNQ1OT1","p_val_adj<0.05"
"GGA2",4.27499918971612e-26,0.406283715861469,0.352,0.594,1.13223353539631e-21,0.333333333333333,13,0.444117647058824,8,"GGA2","p_val_adj<0.05"
"TBL3",2.674719846536e-18,0.4060902426064,0.308,0.509,7.08399551355059e-14,0.317220543806647,11,0.450171821305842,6,"TBL3","p_val_adj<0.05"
"CYC1",6.3763006708779e-16,0.405438791020602,0.676,0.794,1.68876323268201e-11,0.302068965517241,13,0.363436123348018,9,"CYC1","p_val_adj<0.05"
"COPA",5.49976429677092e-23,0.404333548470237,0.725,0.848,1.45661257399978e-18,0.344473007712082,12,0.329896907216495,9,"COPA","p_val_adj<0.05"
"USP40",1.89574346951166e-11,0.404188114603028,0.512,0.647,5.02087657900162e-07,0.322404371584699,12,0.443243243243243,10,"USP40","p_val_adj<0.05"
"KLHL24",3.29434212697015e-31,0.403421251551102,0.426,0.694,8.72506512328045e-27,0.321663019693654,12,0.403022670025189,9,"KLHL24","p_val_adj<0.05"
"HIRIP3",1.08678763641181e-34,0.40282420247424,0.243,0.531,2.87835705503668e-30,0.306513409961686,12,0.407894736842105,8,"HIRIP3","p_val_adj<0.05"
"HAS3",4.24612626020874e-47,0.40272338837315,0.124,0.435,1.12458654001628e-42,0.451127819548872,10,0.502008032128514,5,"HAS3","p_val_adj<0.05"
"PLD3",1.5323149551757e-11,0.401990239610377,0.747,0.839,4.05833615878285e-07,0.330423940149626,12,0.385416666666667,10,"PLD3","p_val_adj<0.05"
"STMN1",1.06717266830385e-27,0.401522944353644,0.432,0.692,2.82640681200276e-23,0.400862068965517,13,0.429292929292929,10,"STMN1","p_val_adj<0.05"
"LPIN2",8.84598705159663e-34,0.400349295630154,0.409,0.675,2.34285967061537e-29,0.30751708428246,11,0.38860103626943,9,"LPIN2","p_val_adj<0.05"
"RAD21",1.18668356128138e-34,0.39936716176352,0.509,0.752,3.14293141205373e-30,0.28021978021978,12,0.348837209302326,9,"RAD21","p_val_adj<0.05"
"GALE",4.39095775023818e-24,0.399053118980656,0.381,0.628,1.16294516015058e-19,0.322738386308068,12,0.35933147632312,9,"GALE","p_val_adj<0.05"
"SNAI1",3.1858367426782e-23,0.398820995996949,0.167,0.371,8.43768861298322e-19,0.547486033519553,10,0.495283018867925,5,"SNAI1","p_val_adj<0.05"
"NFATC3",1.23544809614686e-25,0.398471117971165,0.606,0.802,3.27208428264497e-21,0.335384615384615,11,0.342047930283224,10,"NFATC3","p_val_adj<0.05"
"BLVRB",4.9711801391899e-18,0.396831356656101,0.793,0.864,1.31661705986444e-13,0.340775558166863,13,0.354251012145749,9,"BLVRB","p_val_adj<0.05"
"PEG10",1.10241589285191e-26,0.396673573268126,0.136,0.353,2.91974849221829e-22,0.582191780821918,12,0.712871287128713,7,"PEG10","p_val_adj<0.05"
"RAP2B",0.647755762061658,0.396205080588038,0.56,0.58,1,0.346089850249584,12,0.373493975903614,9,"RAP2B","NS"
"RPS20",1.08780268069022e-20,0.395611908690682,0.951,0.962,2.88104539980804e-16,0.333333333333333,13,0.343636363636364,10,"RPS20","p_val_adj<0.05"
"CSNK2B",8.18073340942961e-10,0.395061478532321,0.769,0.836,2.16666724348743e-05,0.313939393939394,13,0.357740585774059,10,"CSNK2B","p_val_adj<0.05"
"RAB2A",3.47910981903782e-26,0.394855033257562,0.742,0.857,9.21442235572166e-22,0.301507537688442,13,0.336734693877551,9,"RAB2A","p_val_adj<0.05"
"WNK1",1.15410726114617e-19,0.394759620256415,0.734,0.843,3.05665308114563e-15,0.302030456852792,13,0.358921161825726,9,"WNK1","p_val_adj<0.05"
"KIAA0319L",3.62823817813461e-21,0.394331448232053,0.687,0.848,9.60938881478952e-17,0.347354138398914,12,0.354639175257732,8,"KIAA0319L","p_val_adj<0.05"
"ANKRD11",4.34086185286978e-18,0.393752973995995,0.637,0.802,1.14967726173256e-13,0.314327485380117,12,0.366013071895425,10,"ANKRD11","p_val_adj<0.05"
"KMT2E",8.28443373283218e-25,0.392798929338208,0.813,0.935,2.1941322741406e-20,0.354357798165138,13,0.351401869158878,9,"KMT2E","p_val_adj<0.05"
"HLA-DRB5",3.81862031705959e-28,0.392486174239294,0.747,0.907,1.01136159097323e-23,0.395261845386534,11,0.33140655105973,10,"HLA-DRB5","p_val_adj<0.05"
"MGRN1",5.56342009293098e-20,0.392312084028657,0.433,0.64,1.47347181161277e-15,0.363440860215054,12,0.431693989071038,9,"MGRN1","p_val_adj<0.05"
"KMT2C",5.03395038715654e-27,0.391980543970873,0.658,0.865,1.33324176003841e-22,0.388101983002833,12,0.339393939393939,9,"KMT2C","p_val_adj<0.05"
"PARN",3.44136740485536e-43,0.39165632445878,0.319,0.643,9.11446157175941e-39,0.35672514619883,10,0.404891304347826,8,"PARN","p_val_adj<0.05"
"SH3RF1",9.77550131361572e-40,0.391335711917414,0.418,0.72,2.58904152291112e-35,0.338530066815145,11,0.342233009708738,9,"SH3RF1","p_val_adj<0.05"
"RSL1D1",3.3112440677808e-27,0.390582237958674,0.73,0.892,8.76982991351745e-23,0.316730523627075,12,0.33921568627451,9,"RSL1D1","p_val_adj<0.05"
"BRD2",8.3291867660817e-13,0.390320139777756,0.854,0.904,2.20598511499674e-08,0.323144104803493,12,0.363636363636364,10,"BRD2","p_val_adj<0.05"
"F3",0.159365566177294,0.388247319652536,0.59,0.533,1,0.423380726698262,12,0.452459016393443,8,"F3","NS"
"FGFR1",3.48638420221685e-49,0.388233540128188,0.11,0.411,9.23368855957132e-45,0.567796610169492,10,0.353191489361702,6,"FGFR1","p_val_adj<0.05"
"N4BP1",3.34606232765384e-39,0.386863100856423,0.337,0.64,8.8620460747912e-35,0.303867403314917,11,0.412568306010929,9,"N4BP1","p_val_adj<0.05"
"AASS",2.66923898917649e-53,0.386368991534136,0.226,0.566,7.06947946283393e-49,0.386831275720165,10,0.441358024691358,8,"AASS","p_val_adj<0.05"
"ZC3HAV1",1.55497856335916e-05,0.385887481756948,0.736,0.797,0.411836072505673,0.30379746835443,12,0.403508771929825,9,"ZC3HAV1","NS"
"SAR1A",1.98379527555205e-05,0.385733564056272,0.768,0.832,0.525408178729961,0.303398058252427,12,0.34453781512605,9,"SAR1A","NS"
"MBNL1",5.94113537164325e-54,0.384676788769785,0.515,0.813,1.57350970317971e-49,0.305605786618445,11,0.341935483870968,9,"MBNL1","p_val_adj<0.05"
"TRAM1",4.6265680605326e-16,0.384624960404596,0.702,0.818,1.22534655083206e-11,0.349269588313413,12,0.352564102564103,10,"TRAM1","p_val_adj<0.05"
"DEGS1",8.63497343166986e-19,0.38458420008458,0.51,0.687,2.28697271337776e-14,0.314442413162706,12,0.399491094147583,8,"DEGS1","p_val_adj<0.05"
"EHF",1.08106391649927e-27,0.383748546210755,0.75,0.899,2.86319778284832e-23,0.332919254658385,12,0.356031128404669,10,"EHF","p_val_adj<0.05"
"KIF22",5.51563604421546e-32,0.38363654015902,0.446,0.705,1.46081620631046e-27,0.325678496868476,12,0.354838709677419,9,"KIF22","p_val_adj<0.05"
"SERPINH1",6.39600068442226e-40,0.383627110754884,0.571,0.853,1.69398078126924e-35,0.391517128874388,12,0.379098360655738,9,"SERPINH1","p_val_adj<0.05"
"SZT2",3.12670681933334e-18,0.383357534002622,0.353,0.538,8.28108301100434e-14,0.353562005277045,10,0.435064935064935,6,"SZT2","p_val_adj<0.05"
"BTN3A2",7.12748692087099e-26,0.383195501947018,0.392,0.642,1.88771491099268e-21,0.31353919239905,12,0.400544959128065,9,"BTN3A2","p_val_adj<0.05"
"EFCAB14",9.61190052512096e-27,0.383015586115853,0.609,0.799,2.54571185407829e-22,0.303215926493109,12,0.330415754923414,8,"EFCAB14","p_val_adj<0.05"
"XIAP",7.23415217194958e-30,0.383003931711323,0.627,0.832,1.91596520274085e-25,0.349182763744428,12,0.348739495798319,10,"XIAP","p_val_adj<0.05"
"ACOT13",1.13844581014078e-27,0.382479854582895,0.572,0.794,3.01517372815785e-23,0.332247557003257,10,0.387665198237885,9,"ACOT13","p_val_adj<0.05"
"IFIT1",0.000223479607076191,0.3818691843315,0.296,0.367,1,0.509433962264151,11,0.747619047619048,6,"IFIT1","NS"
"N4BP2L2",0.117435401037054,0.381483225381355,0.618,0.629,1,0.321266968325792,11,0.433333333333333,9,"N4BP2L2","NS"
"FAM46A",3.98765160471606e-14,0.381062656632022,0.611,0.745,1.05612952750905e-09,0.326219512195122,12,0.349765258215962,8,"FAM46A","p_val_adj<0.05"
"ALDH6A1",6.80840256162315e-30,0.380245635982623,0.483,0.708,1.80320541844589e-25,0.326254826254826,12,0.353086419753086,8,"ALDH6A1","p_val_adj<0.05"
"UTRN",1.63325068180769e-32,0.379800564583566,0.509,0.753,4.32566443076766e-28,0.353479853479854,12,0.350348027842227,9,"UTRN","p_val_adj<0.05"
"ZDHHC16",4.7264635243616e-33,0.379551520763652,0.329,0.626,1.25180386442717e-28,0.325779036827195,11,0.346368715083799,9,"ZDHHC16","p_val_adj<0.05"
"NUCKS1",9.00303126917401e-23,0.379380129333206,0.924,0.941,2.38445283164074e-18,0.320887991927346,13,0.355018587360595,10,"NUCKS1","p_val_adj<0.05"
"COMMD9",2.99782009570915e-33,0.37863570473673,0.277,0.554,7.93972652348567e-29,0.306397306397306,10,0.391167192429022,9,"COMMD9","p_val_adj<0.05"
"HPN",2.08120496274428e-61,0.37800885087581,0.097,0.458,5.51207134382823e-57,0.567307692307692,10,0.366412213740458,7,"HPN","p_val_adj<0.05"
"THUMPD3-AS1",4.2410423749182e-11,0.377916866072275,0.593,0.675,1.12324007299709e-06,0.309748427672956,11,0.422279792746114,8,"THUMPD3-AS1","p_val_adj<0.05"
"COL4A4",8.23574800288073e-48,0.377899693623851,0.19,0.53,2.18123785856296e-43,0.490196078431373,10,0.376237623762376,8,"COL4A4","p_val_adj<0.05"
"AZGP1",3.52794455788993e-31,0.376810178643116,0.074,0.294,9.34376116157147e-27,0.265822784810127,8,0.869047619047619,6,"AZGP1","p_val_adj<0.05"
"BCKDK",1.91383656446345e-17,0.375954918256412,0.394,0.598,5.06879614098145e-13,0.340425531914894,12,0.380116959064327,9,"BCKDK","p_val_adj<0.05"
"PRDM2",2.98062213335628e-40,0.375075833316993,0.526,0.801,7.89417772019412e-36,0.320921985815603,10,0.358078602620087,9,"PRDM2","p_val_adj<0.05"
"EPAS1",1.0158178027975e-29,0.373866554249168,0.558,0.794,2.69039345070918e-25,0.390651085141903,12,0.356828193832599,8,"EPAS1","p_val_adj<0.05"
"ADPRHL2",4.35927253198791e-13,0.373726434006031,0.413,0.563,1.154553330097e-08,0.408577878103837,11,0.394409937888199,8,"ADPRHL2","p_val_adj<0.05"
"TCEA3",1.0751118644951e-30,0.369675453440512,0.555,0.808,2.84743377311528e-26,0.456375838926175,11,0.363636363636364,8,"TCEA3","p_val_adj<0.05"
"RCC2",1.74876067919292e-28,0.369610117631453,0.463,0.71,4.63159265884246e-24,0.382293762575453,11,0.33743842364532,8,"RCC2","p_val_adj<0.05"
"RNF5",1.57043564227457e-20,0.369601999428009,0.558,0.733,4.15929879856419e-16,0.312186978297162,12,0.403341288782816,9,"RNF5","p_val_adj<0.05"
"BMP4",5.51951472361872e-16,0.369286615257515,0.233,0.411,1.46184347455042e-11,0.42,11,0.659574468085106,6,"BMP4","p_val_adj<0.05"
"PTCSC3",1.55542489149508e-52,0.368989888517153,0.036,0.295,4.11954282512472e-48,0.282051282051282,7,0.63905325443787,5,"PTCSC3","p_val_adj<0.05"
"SPAG9",9.25854762823745e-13,0.367644487448415,0.607,0.736,2.45212633933869e-08,0.310291858678955,12,0.406175771971496,8,"SPAG9","p_val_adj<0.05"
"CAT",2.6605416067201e-13,0.367232535813881,0.463,0.591,7.04644444539818e-09,0.362173038229376,11,0.337278106508876,9,"CAT","p_val_adj<0.05"
"SLC35F6",0.00371566695856512,0.366949998611935,0.6,0.657,1,0.31055900621118,12,0.345744680851064,9,"SLC35F6","NS"
"KCNK15",1.27860500669927e-46,0.366115947504266,0.059,0.318,3.38638536024303e-42,0.444444444444444,9,0.725274725274725,6,"KCNK15","p_val_adj<0.05"
"NDUFB10",4.12898455167273e-13,0.365533447811644,0.827,0.9,1.09356155851052e-08,0.338218714768884,13,0.355339805825243,10,"NDUFB10","p_val_adj<0.05"
"ADI1",5.99795518812532e-22,0.364166372961185,0.651,0.825,1.58855843157499e-17,0.300859598853868,12,0.36228813559322,9,"ADI1","p_val_adj<0.05"
"RCN3",2.39732519066285e-53,0.364104180285389,0.075,0.372,6.34931576747056e-49,0.4375,8,0.55868544600939,6,"RCN3","p_val_adj<0.05"
"SECTM1",4.00585889577862e-28,0.363795443262112,0.202,0.455,1.06095172854697e-23,0.502304147465438,11,0.461538461538462,8,"SECTM1","p_val_adj<0.05"
